PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
002B,63.28,50,43.23,43.61,0,69.23,63.16,0,0,37.5,0,48.84,46.34,0,43.75,50,83.33,66.15,65.55,100,68.28,49.59
003C,59.39,50,45.1,44,0,62.79,35.71,0,75,40,0,47.62,44.04,0,37.84,35.29,100,61.85,59.26,100,72.67,61.17
004B,56.34,50,43.22,39.91,0,51.69,44.29,0,42.86,16.67,100,48.06,43.37,0,56.82,38.46,42.86,57.87,58.1,100,65.03,52.50
005B,50.33,20,40.08,33.84,100,49.12,59.09,0,0,20,0,43.46,40.26,0,37.93,53.85,60,51.28,53.05,42.86,58.51,43.87
006C,53.74,0,43.75,39,0,30.43,50,0,33.33,0,0,38.24,36.11,0,30,25,100,56.2,55.4,0,60.58,41.44
007B,53.48,50,42.02,34.65,100,46.88,30.77,0,50,33.33,0,42.48,40,0,46.67,28.57,100,54.89,54.77,0,63.55,52.05
008B,52.6,50,45.16,34.62,100,45.16,50.88,0,45.45,16.67,0,44.23,41.07,0,35.85,33.33,0,51.76,50.94,66.67,64.76,52.37
009C,57.77,58.33,48.26,39.04,0,56.52,35.42,0,33.33,42.86,100,43.16,43.22,0,54.05,42.11,42.86,59.39,58.93,66.67,67.57,54.18
010C,56.83,50,42.32,36.6,0,47.73,51.43,0,80,50,0,46.53,42.86,0,60.87,42.86,50,60.21,58.34,0,63.66,50.20
011B,55.39,14.29,40.82,40.54,0,47.37,47.5,0,33.33,50,0,41.28,32.67,0,33.33,42.86,50,56.91,57.36,0,63.42,53.40
012C,58.28,0,48.51,38.99,0,61.54,58.33,0,60,100,0,32.5,36.36,0,50,37.5,25,60.37,59.45,0,61.64,54.92
88888,14.47,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,14.71,3.03,0,66.67,0
TOTAL,55.75,43.59,43.74,38.32,100.0,50.85,46.58,0.0,42.42,33.87,100.0,44.27,41.04,,44.63,40.53,60.0,57.64,57.35,50.0,64.37,51.56
