,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,42.86,40.84,42.86,42.86,42.86,45.45,42.86,43.21
1,83.33,56.15,83.33,83.33,83.33,62.22,83.33,59.48
2,33.33,66.19,33.33,33.33,33.33,69.67,33.33,68.05
3,0.0,72.17,0.0,0.0,0.0,72.19,0.0,72.13
4,100.0,76.08,100.0,100.0,100.0,76.16,100.0,76.13
5,50.0,76.61,50.0,50.0,50.0,78.15,50.0,77.38
6,100.0,77.29,100.0,100.0,100.0,80.03,100.0,78.7
7,0.0,83.1,0.0,0.0,0.0,80.94,0.0,81.94
8,100.0,82.17,100.0,100.0,100.0,79.25,100.0,80.64
9,54.17,72.48,54.17,54.17,54.17,73.23,54.17,72.86
