,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,30.66,,,,44.59,,37.92
1,,44.81,,,,53.18,,49.38
2,,51.15,,,,54.34,,52.93
3,,55.28,,,,59.42,,57.61
4,,63.3,,,,64.73,,64.05
5,,68.97,,,,74.59,,71.85
6,,74.81,,,,72.88,,73.78
7,,78.28,,,,73.99,,75.93
8,0.0,75.04,0.0,0.0,0.0,74.24,0.0,74.55
9,0.0,64.29,0.0,0.0,0.0,66.56,0.0,65.51
