,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,31.82,28.83,31.82,31.82,31.82,38.19,31.82,33.9
1,40.0,35.2,40.0,40.0,40.0,47.94,40.0,42.41
2,60.0,46.05,60.0,60.0,60.0,55.74,60.0,51.78
3,50.0,53.69,50.0,50.0,50.0,62.9,50.0,59.01
4,30.0,60.21,30.0,30.0,30.0,66.95,30.0,63.97
5,44.44,62.67,44.44,44.44,44.44,69.33,44.44,66.28
6,61.54,66.94,61.54,61.54,61.54,68.93,61.54,67.99
7,66.67,68.41,66.67,66.67,66.67,71.12,66.67,69.86
8,36.36,71.99,36.36,36.36,36.36,69.25,36.36,70.44
9,43.75,56.3,43.75,43.75,43.75,61.69,43.75,59.28
