,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,59.33,63.98,0.0,61.88
1,69.61,70.5,66.67,70.07
2,66.84,69.01,,67.93
3,64.28,66.07,50.0,65.2
4,64.96,67.07,42.86,66.06
