,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,29.85,0.0,0.0,0.0,32.0,0.0,30.96
1,66.67,39.52,66.67,66.67,66.67,43.02,66.67,41.54
2,40.0,44.37,40.0,40.0,40.0,46.93,40.0,45.8
3,66.67,50.0,66.67,66.67,66.67,49.33,66.67,49.67
4,33.33,55.59,33.33,33.33,33.33,57.41,33.33,56.51
5,100.0,62.52,100.0,100.0,100.0,61.78,100.0,62.15
6,0.0,66.69,0.0,0.0,0.0,66.11,0.0,66.32
7,,68.32,,,,70.23,,69.34
8,25.0,73.61,25.0,25.0,25.0,67.41,25.0,70.24
9,39.29,55.6,39.29,39.29,39.29,55.08,39.29,55.3
