,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,33.33,47.83,0.0
1,OTHER,77.78,88.89,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,30.0,30.0,0.0
4,ASIA-PI,50.0,66.67,0.0
5,WHITE,70.41,68.6,0.0
6,BLACK,47.69,62.89,0.0
