,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,22.67,30.0,0.0
1,OTHER,28.89,30.56,0.0
2,NATIVE-AM,100.0,25.0,0.0
3,HISP-LT,25.0,18.75,0.0
4,ASIA-PI,17.73,19.27,0.0
5,WHITE,52.45,61.79,0.0
6,BLACK,36.6,50.76,0.0
