,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,43.7,45.85,0.0
1,OTHER,61.9,51.02,0.0
2,NATIVE-AM,0.0,20.0,100.0
3,HISP-LT,50.63,58.76,0.0
4,ASIA-PI,44.29,55.74,0.0
5,WHITE,66.82,64.96,50.0
6,BLACK,70.49,73.93,100.0
