,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,35.25,,,,35.54,,35.41
1,,38.22,,,,38.43,,38.33
2,0.0,50.42,0.0,0.0,0.0,50.53,0.0,50.38
3,,56.86,,,,60.95,,58.98
4,100.0,62.5,100.0,100.0,100.0,63.64,100.0,63.13
5,,62.87,,,,65.87,,64.37
6,0.0,67.16,0.0,0.0,0.0,66.67,0.0,66.81
7,,69.52,,,,72.14,,70.89
8,,74.18,,,,69.95,,71.89
9,33.33,60.4,33.33,33.33,33.33,60.39,33.33,60.38
