,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,14.49,0.0,0.0,0.0,19.32,0.0,17.18
1,25.0,21.74,25.0,25.0,25.0,28.15,25.0,25.42
2,60.0,26.87,60.0,60.0,60.0,35.04,60.0,31.58
3,50.0,35.71,50.0,50.0,50.0,43.06,50.0,39.91
4,33.33,48.83,33.33,33.33,33.33,51.72,33.33,50.39
5,,55.91,,,,59.52,,57.96
6,66.67,65.18,66.67,66.67,66.67,64.57,66.67,64.85
7,100.0,72.15,100.0,100.0,100.0,68.52,100.0,70.22
8,0.0,72.52,0.0,0.0,0.0,69.56,0.0,70.88
9,40.91,44.57,40.91,40.91,40.91,46.72,40.91,45.77
