,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,39.14,41.89,0.0
1,OTHER,41.18,47.83,0.0
2,NATIVE-AM,0.0,40.0,0.0
3,HISP-LT,25.84,48.92,0.0
4,ASIA-PI,33.78,48.53,0.0
5,WHITE,53.53,54.68,50.0
6,BLACK,39.76,55.26,0.0
