,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,54.37,60.11,0.0
1,OTHER,42.31,70.0,0.0
2,NATIVE-AM,75.0,50.0,0.0
3,HISP-LT,37.5,42.11,0.0
4,ASIA-PI,11.11,47.62,0.0
5,WHITE,66.79,69.03,50.0
6,BLACK,65.97,77.2,0.0
