,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,56.49,61.54,0.0
1,OTHER,38.89,61.76,0.0
2,NATIVE-AM,25.0,0.0,0.0
3,HISP-LT,54.17,48.84,0.0
4,ASIA-PI,62.16,68.42,0.0
5,WHITE,75.98,78.12,0.0
6,BLACK,48.48,52.45,0.0
