,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,55.38,0.0,0.0,0.0,60.71,0.0,58.25
1,100.0,60.36,100.0,100.0,100.0,67.92,100.0,64.51
2,100.0,66.88,100.0,100.0,100.0,73.63,100.0,70.79
3,75.0,77.28,75.0,75.0,75.0,77.49,75.0,77.39
4,,0.0,,,,,,0.0
5,62.5,71.02,62.5,62.5,62.5,72.87,62.5,72.0
