,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,61.54,74.22,,68.95
1,53.03,56.39,40.0,54.94
2,60.0,64.48,,62.4
3,50.76,54.31,0.0,52.6
4,72.35,68.99,,70.55
5,68.04,66.77,100.0,67.41
6,67.28,70.08,,68.76
7,58.05,61.7,,59.94
8,60.61,64.59,,62.79
9,58.22,62.65,,60.57
10,0.0,inf,,100.0
11,57.22,60.08,42.86,58.8
