,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,0.0,0.0,,0.0
1,54.74,56.73,0.0,55.67
2,64.0,66.67,,65.34
3,58.14,63.74,100.0,61.25
4,58.44,62.5,0.0,60.72
5,68.49,71.66,,70.01
6,63.12,62.87,,63.0
7,59.91,63.16,25.0,61.63
