,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,26.69,40.38,0.0
1,OTHER,34.62,37.5,100.0
2,NATIVE-AM,50.0,14.29,0.0
3,HISP-LT,16.36,40.54,0.0
4,ASIA-PI,27.78,26.67,0.0
5,WHITE,59.47,57.3,57.14
6,BLACK,39.35,55.43,0.0
