,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,50.0,28.92,50.0,50.0,50.0,29.94,50.0,29.52
1,50.0,40.64,50.0,50.0,50.0,40.65,50.0,40.66
2,66.67,46.02,66.67,66.67,66.67,46.29,66.67,46.19
3,20.0,51.8,20.0,20.0,20.0,53.1,20.0,52.45
4,66.67,56.35,66.67,66.67,66.67,57.1,66.67,56.76
5,50.0,63.7,50.0,50.0,50.0,60.03,50.0,61.76
6,80.0,65.28,80.0,80.0,80.0,63.43,80.0,64.32
7,66.67,69.14,66.67,66.67,66.67,68.16,66.67,68.61
8,11.11,70.49,11.11,11.11,11.11,65.9,11.11,67.88
9,47.92,57.3,47.92,47.92,47.92,55.9,47.92,56.53
