,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,50.0,36.81,50.0,50.0,50.0,46.29,50.0,41.82
1,50.0,51.12,50.0,50.0,50.0,58.36,50.0,54.91
2,,56.94,,,,61.07,,59.23
3,33.33,63.23,33.33,33.33,33.33,72.37,33.33,68.01
4,50.0,67.81,50.0,50.0,50.0,71.66,50.0,69.8
5,100.0,71.88,100.0,100.0,100.0,73.14,100.0,72.56
6,50.0,74.5,50.0,50.0,50.0,74.59,50.0,74.52
7,0.0,77.29,0.0,0.0,0.0,78.26,0.0,77.77
8,100.0,79.32,100.0,100.0,100.0,77.7,100.0,78.48
9,58.82,67.7,58.82,58.82,58.82,70.35,58.82,69.1
