,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,45.45,38.57,0.0
1,OTHER,25.0,25.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,12.5,18.18,0.0
4,ASIA-PI,37.5,55.56,0.0
5,WHITE,63.67,62.48,0.0
6,BLACK,28.26,38.85,0.0
