,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,26.89,26.67,0.0
1,OTHER,16.67,36.36,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,100.0,50.0,0.0
4,ASIA-PI,50.0,28.57,0.0
5,WHITE,66.97,65.96,20.0
6,BLACK,51.72,59.6,0.0
