,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,64.82,0.0,0.0,0.0,65.86,0.0,65.31
1,0.0,53.68,0.0,0.0,0.0,52.18,0.0,52.88
2,0.0,56.95,0.0,0.0,0.0,57.65,0.0,57.22
3,60.0,60.5,60.0,60.0,60.0,58.98,60.0,59.73
4,0.0,64.71,0.0,0.0,0.0,69.16,0.0,66.78
5,100.0,71.92,100.0,100.0,100.0,70.04,100.0,71.05
6,0.0,66.42,0.0,0.0,0.0,63.3,0.0,64.77
7,,59.63,,,,60.16,,59.91
8,,58.01,,,,55.14,,56.44
9,100.0,61.54,100.0,100.0,100.0,64.87,100.0,63.2
10,33.33,64.25,33.33,33.33,33.33,63.01,33.33,63.56
11,50.0,65.07,50.0,50.0,50.0,63.63,50.0,64.29
12,,0.0,,,,0.0,,0.0
13,,,,,,0.0,,0.0
14,47.62,61.97,47.62,47.62,47.62,61.24,47.62,61.57
