,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,100.0,65.45,100.0,100.0,100.0,63.17,100.0,64.3
1,66.67,61.75,66.67,66.67,66.67,62.85,66.67,62.37
2,0.0,63.53,0.0,0.0,0.0,61.52,0.0,62.42
3,,59.53,,,,58.87,,59.2
4,0.0,69.42,0.0,0.0,0.0,70.04,0.0,69.33
5,20.0,56.73,20.0,20.0,20.0,59.88,20.0,58.38
6,,60.08,,,,58.22,,59.11
7,100.0,64.69,100.0,100.0,100.0,63.61,100.0,64.16
8,100.0,75.0,100.0,100.0,100.0,72.13,100.0,73.66
9,100.0,65.81,100.0,100.0,100.0,67.34,100.0,66.63
10,0.0,60.54,0.0,0.0,0.0,59.21,0.0,59.81
11,45.0,61.9,45.0,45.0,45.0,62.0,45.0,61.93
