PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
99999,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.80
EW1,62.59,0,57.34,41.89,0,62.96,48.72,0,33.33,0,100,43.88,35.85,0,34.29,30.3,0,54.4,47.85,100,71.99,58.56
FP1,32.82,0,28.42,17.97,0,19.44,16.67,0,28.57,66.67,0,33.08,18.87,0,33.33,32.65,0,37.92,38.41,33.33,39.35,28.15
FP2,44.55,50,31.75,21.23,0,40,24.24,0,0,33.33,0,57.76,36.11,0,33.33,36.84,0,42.22,43.17,33.33,56.28,39.79
FP3,40.16,14.29,28.67,15.49,0,44.83,51.85,0,20,50,0,44.66,28.57,100,31.71,36.73,0,41.27,44.64,0,49.68,34.98
FP4,45.94,0,37.36,22.99,0,28.57,50,0,0,0,0,52.17,31.46,0,28.75,39.29,0,56.7,50.28,0,57.56,40.12
FP5,36.85,14.29,25.22,23.87,0,28.85,31.11,0,14.29,66.67,0,32.74,27.67,0,33.72,25,0,47.47,43.75,50,45.78,30.94
FP6,44.32,0,28,20.27,0,58.82,63.64,0,0,16.67,0,56.36,28.89,100,21.7,37.69,0,54.78,61.19,0,55.05,39.65
JB01,48.86,66.67,39.85,29.06,0,40,35.48,0,75,50,0,38.18,29.82,0,18.18,18.18,0,43.32,44.22,33.33,58.49,43.07
JB02,49.5,0,42.65,31.53,0,54.05,37.93,0,0,50,0,42,37.14,0,44.44,25.81,0,40.7,30.26,66.67,58.68,43.25
JB03,53.08,25,46.57,29.38,0,40.62,45.83,0,0,0,0,40.48,32.2,0,39.58,36.59,0,53.75,50.34,0,63.96,49.14
JB04,38.32,0,30.34,19.64,0,22.73,41.67,0,33.33,60,0,28.57,16.67,0,29.41,29.63,0,39.9,44.83,0,46.06,32.91
JB05,52.98,0,40.4,28.92,0,62.5,23.53,0,50,0,0,49.02,25.58,100,24,32,0,62.44,55.68,0,61.45,48.54
JB06,68.05,0,65.25,47.83,0,53.57,70.97,0,50,33.33,0,67.86,37.5,0,36.78,37.66,0,69.52,72.66,0,77.11,70.66
JB07,55.61,50,47.9,39.31,0,54.84,34.29,0,0,50,0,51.02,50,0,48,45.61,50,66.13,66.82,0,60.7,49.47
JB08,38.93,25,26.69,18.83,0,44.23,45.95,0,0,50,0,29.41,32.53,0,14.81,11.11,0,23.47,19.32,50,50.27,35.48
JB09,35.19,0,21.88,15.31,0,47.06,0,0,0,100,0,31.82,18.03,0,6.67,28.57,100,35.85,37.58,50,48.49,29.21
JB10,39.5,40,32.04,22.07,0,40.62,25.81,0,50,0,0,45.31,38.46,0,23.53,33.33,0,41.94,33.1,0,48.08,31.56
JB11,58.44,100,47.46,40.96,0,65.79,62.96,0,0,0,0,51.61,41.27,0,49.15,32,0,60.06,62.61,25,68.5,51.36
JB12,47.79,20,40.69,24.52,0,48.48,28,0,66.67,0,0,43.48,40.62,0,46.15,9.09,0,43.02,50,50,55.85,43.74
JB13,60.1,0,50,44.44,0,57.89,29.41,0,0,0,0,32.14,40,0,20,20,0,60.66,62.96,100,67.92,57.83
JB14,64.2,33.33,55.12,46.96,0,74.36,56.76,0,0,0,0,52.54,58.62,0,23.64,24.49,0,69.05,66.12,66.67,71.24,62.01
JB15,36.42,0,30.98,17.32,0,50,9.52,0,0,0,0,32.31,28.26,0,30.77,38.46,0,48.48,50,0,42.11,30.37
JB16,46.32,0,41.86,25.18,0,61.11,35.71,0,0,0,100,37.7,25,0,16.67,21.74,0,42.07,40,50,55.73,43.21
JB17,46.5,18.18,34.34,26.43,0,45.76,42.42,0,0,0,0,46.97,47.54,0,27.27,41.18,0,50,43.1,20,55.55,39.54
JB18,47.95,25,37.5,27.03,0,37.84,27.59,0,0,50,0,33.33,28.21,0,17.78,26.83,0,58.14,60.56,0,58.51,40.19
LC1,41.83,0,39.29,24.06,0,40,33.33,0,0,0,0,48,37.5,100,41.67,25,0,43.52,35.25,0,48.51,37.39
LJ1,55.87,28.57,44.81,35.4,0,52.63,29.63,0,33.33,66.67,0,47.69,21.15,0,34.62,18.75,0,49.25,54.82,0,65.69,53.08
LJ2,47.54,14.29,44.09,31.18,0,54.84,57.14,0,100,50,0,32.39,36.07,0,50,44.44,0,48.45,43.43,25,54.89,43.50
LJ3,51.57,37.5,43.69,33.15,0,53.03,32.61,0,50,20,0,39.1,35.64,0,28.21,16.67,0,54.41,51.16,50,61.09,45.37
LJ4,56.52,25,53.55,39.49,0,39.02,44.83,0,0,33.33,0,49.25,31.25,100,35.71,33.33,0,54.27,58.21,16.67,65.64,50.52
LJ5,49.68,0,41.71,34.22,0,42.42,30,0,100,100,0,46.67,28.36,0,23.08,18.18,0,36.36,45.38,42.86,59.9,45.64
MO1,45.61,0,39.33,20.93,0,39.13,27.27,0,50,0,100,39.47,25.45,0,31.25,43.75,0,39.55,49.28,50,56.9,39.31
MO2,48.34,66.67,39.81,33.33,0,45.45,36.84,0,50,40,100,55.1,43.48,0,35.2,37.16,0,61.26,57,100,56.48,42.90
MO3,47.37,33.33,30.56,29.25,0,52.08,32.35,0,33.33,75,0,62.12,39.13,0,29.86,36.8,0,52.54,52.25,100,57.25,43.78
MO4,45.59,0,39,28.71,0,52.17,18.75,0,100,0,0,41.82,21.05,50,37.74,24.32,0,57.06,57.76,0,54.11,38.84
MO5,59.06,0,46.97,35.37,0,63.64,34.29,0,20,25,0,54.84,36.67,50,25,38.46,0,58.21,61.72,33.33,69.31,55.03
MO6,52.28,0,42.45,36.84,0,50,33.33,0,25,0,100,45,36.62,0,29.41,32.35,0,54.62,51.96,33.33,63.02,45.90
MO7,43.76,0,30.58,20,0,30.77,26.09,0,0,0,0,44.12,29.73,0,43.75,37.04,0,54.48,51.46,100,51.74,39.08
MO8,57.46,50,53.06,33.08,0,50,34.78,0,0,100,0,48.68,30,0,37.5,56.25,0,42.86,53,50,68.39,51.97
MO9,49.46,66.67,38.03,25.68,0,57.14,50,0,0,0,0,34.38,37.5,0,36.36,16.67,0,48.57,49.45,100,59.72,44.86
OAK1,44.82,0,41.79,27.48,0,47.83,16.67,0,0,0,0,46.67,14.29,0,0,0,0,42.42,29.41,0,53.18,39.17
OAK2,40.07,66.67,34.38,17.89,0,45.83,35.71,0,0,25,0,55,15.79,0,12.77,17.31,0,46.88,37.14,0,49.76,37.01
OAK3,38.15,25,34.85,18.91,0,36.36,31.43,0,25,0,100,27.03,32.35,0,7.14,24.32,0,28.81,36.67,33.33,45.26,34.25
OAK4,43.64,11.11,45.5,18.75,0,45.24,24.39,0,33.33,0,0,24.39,33.33,0,13.04,15,0,31.82,48.94,20,51.46,38.63
PH1,64.27,40,61.08,45.86,0,58.33,45,0,100,0,0,66.67,34.29,0,41.18,30.77,0,56.17,57.78,0,73.38,61.20
PH2,62.69,66.67,59.24,40.69,0,61.54,37.04,0,0,100,0,54.05,45,0,46.67,15.38,100,67.44,64.54,50,71.84,56.42
RD01,60.27,66.67,48.86,34.02,0,47.83,33.33,0,0,0,0,50,55.56,0,26.67,20,0,68.49,67.69,100,69.75,54.12
RD02,48.52,40,40,21.02,0,39.47,36,0,50,0,0,32.2,20,0,30,23.81,0,40,26.32,33.33,58.42,44.54
RD03,47.78,20,35.5,25.88,0,26.47,50,0,0,50,0,58.33,40.74,0,24.24,29.63,100,52.63,48.1,0,57.59,40.74
RD04,41.77,33.33,33.33,20.48,100,40,19.35,0,66.67,0,100,40.86,27.54,0,44,30.77,0,41.49,43.15,40,48.79,38.63
RD05,49.95,0,49.62,26.12,0,41.94,28.57,0,0,50,100,46.34,24.24,0,26.32,25,0,53.33,48.53,100,58.17,44.36
RD06,36.24,14.29,30.64,16.91,0,36.59,25.93,0,50,0,0,38.95,34.65,0,21.74,23.08,100,45.21,44.56,0,41.41,31.53
RD07,35.69,0,29.38,19.86,0,37.5,35.29,0,50,50,0,33.7,21.84,66.67,26.92,37.74,0,40.83,46.73,0,42.15,30.33
RD08,60.36,25,56.6,32.79,0,55.56,50,0,0,0,0,45.71,58.62,0,40,29.41,0,61.9,61.76,25,69.35,55.76
