,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,51.95,50.68,0.0
1,OTHER,67.74,52.94,0.0
2,NATIVE-AM,50.0,100.0,0.0
3,HISP-LT,57.41,50.75,0.0
4,ASIA-PI,47.67,44.16,0.0
5,WHITE,65.16,72.16,50.0
6,BLACK,61.6,66.67,0.0
