,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,28.57,29.23,28.57,28.57,28.57,36.09,28.57,32.81
1,100.0,37.84,100.0,100.0,100.0,43.25,100.0,40.77
2,50.0,46.11,50.0,50.0,50.0,49.65,50.0,48.03
3,,51.33,,,,53.92,,52.74
4,66.67,57.84,66.67,66.67,66.67,59.64,66.67,58.78
5,33.33,62.5,33.33,33.33,33.33,59.73,33.33,61.07
6,66.67,66.44,66.67,66.67,66.67,65.57,66.67,65.99
7,33.33,69.5,33.33,33.33,33.33,70.63,33.33,70.06
8,40.0,72.15,40.0,40.0,40.0,69.65,40.0,70.79
9,44.44,57.12,44.44,44.44,44.44,58.16,44.44,57.66
