,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,72.73,62.5,72.73,72.73,72.73,63.97,72.73,63.28
1,75.0,57.21,75.0,75.0,75.0,61.34,75.0,59.39
2,54.55,54.95,54.55,54.55,54.55,57.56,54.55,56.34
3,44.44,48.67,44.44,44.44,44.44,51.75,44.44,50.33
4,50.0,51.79,50.0,50.0,50.0,55.47,50.0,53.74
5,57.14,51.68,57.14,57.14,57.14,55.03,57.14,53.48
6,66.67,49.09,66.67,66.67,66.67,55.36,66.67,52.6
7,56.52,54.96,56.52,56.52,56.52,60.26,56.52,57.77
8,33.33,54.12,33.33,33.33,33.33,59.24,33.33,56.83
9,22.22,54.82,22.22,22.22,22.22,55.98,22.22,55.39
10,25.0,57.2,25.0,25.0,25.0,59.32,25.0,58.28
11,inf,5.26,inf,inf,inf,21.05,inf,14.47
12,,0.0,,,,25.0,,20.0
13,53.33,53.93,53.33,53.33,53.33,57.35,53.33,55.75
