,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,66.67,37.62,66.67,66.67,66.67,40.31,66.67,39.11
1,100.0,43.47,100.0,100.0,100.0,51.53,100.0,48.02
2,50.0,52.51,50.0,50.0,50.0,50.0,50.0,51.21
3,,56.51,,,,60.33,,58.63
4,100.0,59.96,100.0,100.0,100.0,62.77,100.0,61.5
5,100.0,67.48,100.0,100.0,100.0,69.5,100.0,68.65
6,,72.98,,,,69.69,,71.19
7,100.0,76.95,100.0,100.0,100.0,76.52,100.0,76.74
8,50.0,78.26,50.0,50.0,50.0,74.22,50.0,76.14
9,75.0,69.43,75.0,75.0,75.0,68.12,75.0,68.74
