,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,20.0,38.95,20.0,20.0,20.0,49.16,20.0,45.1
1,40.0,48.63,40.0,40.0,40.0,59.46,40.0,54.83
2,20.0,49.3,20.0,20.0,20.0,52.04,20.0,50.77
3,33.33,56.58,33.33,33.33,33.33,54.36,33.33,55.31
4,37.5,49.93,37.5,37.5,37.5,51.22,37.5,50.62
5,0.0,33.03,0.0,0.0,0.0,36.66,0.0,35.06
6,40.0,62.99,40.0,40.0,40.0,63.58,40.0,63.27
7,,68.23,,,,65.95,,66.95
8,14.29,27.71,14.29,14.29,14.29,40.25,14.29,35.11
9,14.29,27.1,14.29,14.29,14.29,35.47,14.29,31.79
10,16.67,45.53,16.67,16.67,16.67,56.74,16.67,51.89
11,0.0,44.7,0.0,0.0,0.0,56.88,0.0,51.74
12,23.08,38.62,23.08,23.08,23.08,49.04,23.08,44.7
13,33.33,41.51,33.33,33.33,33.33,52.47,33.33,47.73
14,44.44,48.47,44.44,44.44,44.44,52.46,44.44,50.69
15,44.44,55.4,44.44,44.44,44.44,58.01,44.44,56.82
16,33.33,51.28,33.33,33.33,33.33,51.81,33.33,51.57
17,35.71,53.2,35.71,35.71,35.71,55.2,35.71,54.26
18,33.33,49.12,33.33,33.33,33.33,53.65,33.33,51.66
19,33.33,31.85,33.33,33.33,33.33,40.56,33.33,36.37
20,33.33,41.69,33.33,33.33,33.33,43.62,33.33,42.76
21,16.67,29.17,16.67,16.67,16.67,37.62,16.67,33.73
22,50.0,46.55,50.0,50.0,50.0,54.68,50.0,51.03
23,68.75,60.27,68.75,68.75,68.75,62.63,68.75,61.55
24,,37.5,,,,42.31,,41.18
25,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.38
26,31.14,45.48,31.14,31.14,31.14,51.09,31.14,48.61
