,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,26.36,30.61,0.0
1,OTHER,27.27,50.0,0.0
2,NATIVE-AM,0.0,25.0,0.0
3,HISP-LT,45.0,50.0,0.0
4,ASIA-PI,31.25,23.08,0.0
5,WHITE,55.49,55.92,0.0
6,BLACK,45.41,61.42,0.0
