,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,29.17,33.34,29.17,29.17,29.17,39.15,29.17,36.43
1,25.0,40.65,25.0,25.0,25.0,45.31,25.0,43.16
2,37.5,48.26,37.5,37.5,37.5,51.63,37.5,50.1
3,44.44,55.32,44.44,44.44,44.44,60.38,44.44,58.03
4,62.5,62.74,62.5,62.5,62.5,63.87,62.5,63.34
5,60.0,67.61,60.0,60.0,60.0,67.89,60.0,67.75
6,50.0,72.67,50.0,50.0,50.0,72.28,50.0,72.45
7,100.0,74.9,100.0,100.0,100.0,74.38,100.0,74.63
8,54.55,78.99,54.55,54.55,54.55,73.58,54.55,76.1
9,43.68,60.98,43.68,43.68,43.68,61.68,43.68,61.34
