,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,57.18,66.29,,62.25
1,67.11,68.45,,67.84
2,61.23,66.92,,64.29
3,63.75,69.29,,66.67
4,64.0,62.82,,63.43
5,67.8,70.68,100.0,69.26
6,,25.0,,25.0
7,64.45,67.98,100.0,66.31
