,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,16.67,47.37,0.0
1,OTHER,60.0,33.33,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,62.5,44.44,0.0
4,ASIA-PI,0.0,33.33,0.0
5,WHITE,53.47,50.0,0.0
6,BLACK,50.0,80.0,0.0
