,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,23.53,40.96,23.53,23.53,23.53,51.13,23.53,46.99
1,25.0,45.99,25.0,25.0,25.0,52.81,25.0,49.51
2,37.5,62.13,37.5,37.5,37.5,65.19,37.5,63.76
3,42.86,55.79,42.86,42.86,42.86,64.47,42.86,60.76
4,0.0,51.25,0.0,0.0,0.0,59.16,0.0,55.39
5,9.52,43.84,9.52,9.52,9.52,56.0,9.52,50.67
6,18.18,47.46,18.18,18.18,18.18,58.59,18.18,53.57
7,0.0,57.19,0.0,0.0,0.0,62.13,0.0,59.52
8,4.69,34.36,4.69,4.69,4.69,48.8,4.69,42.24
9,0.0,52.72,0.0,0.0,0.0,71.49,0.0,63.29
10,10.0,27.2,10.0,10.0,10.0,42.27,10.0,35.05
11,7.5,29.11,7.5,7.5,7.5,43.45,7.5,36.5
12,12.0,32.09,12.0,12.0,12.0,44.37,12.0,38.73
13,13.16,24.97,13.16,13.16,13.16,34.46,13.16,29.89
14,13.04,12.44,13.04,13.04,13.04,23.94,13.04,18.19
15,16.13,33.3,16.13,16.13,16.13,45.61,16.13,40.23
16,15.38,34.39,15.38,15.38,15.38,47.1,15.38,41.46
17,0.0,48.6,0.0,0.0,0.0,54.07,0.0,51.28
18,20.0,52.54,20.0,20.0,20.0,60.14,20.0,56.34
19,40.0,49.04,40.0,40.0,40.0,55.17,40.0,52.37
20,3.33,29.4,3.33,3.33,3.33,40.48,3.33,35.43
21,30.77,47.05,30.77,30.77,30.77,55.15,30.77,51.32
22,14.81,34.61,14.81,14.81,14.81,46.81,14.81,41.47
23,100.0,68.6,100.0,100.0,100.0,71.61,100.0,70.19
24,16.67,50.31,16.67,16.67,16.67,67.23,16.67,59.32
25,28.57,52.93,28.57,28.57,28.57,57.41,28.57,55.22
26,11.11,23.66,11.11,11.11,11.11,37.63,11.11,32.99
27,0.0,3.45,0.0,0.0,0.0,4.55,0.0,3.85
28,0.0,0.0,0.0,0.0,0.0,8.33,0.0,2.14
29,,,,,,0.0,,0.0
30,12.43,42.92,12.43,12.43,12.43,52.5,12.43,48.01
