,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,39.57,47.02,0.0
1,OTHER,53.57,60.0,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,43.48,43.9,0.0
4,ASIA-PI,41.46,51.02,0.0
5,WHITE,58.9,57.42,100.0
6,BLACK,44.1,53.93,100.0
