,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,15.71,23.64,0.0
1,OTHER,14.29,60.0,0.0
2,NATIVE-AM,100.0,100.0,0.0
3,HISP-LT,33.33,62.5,0.0
4,ASIA-PI,50.0,0.0,0.0
5,WHITE,62.03,60.44,0.0
6,BLACK,60.97,70.88,0.0
