,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,40.0,30.77,0.0
1,OTHER,25.0,37.5,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,20.0,42.86,0.0
4,ASIA-PI,0.0,40.0,0.0
5,WHITE,64.22,58.54,0.0
6,BLACK,36.72,53.31,0.0
