,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,54.97,65.94,,61.0
1,60.68,68.45,100.0,64.8
2,59.55,60.19,,59.88
3,60.4,60.02,0.0,60.17
4,59.9,63.02,100.0,61.49
5,0.0,0.0,,0.0
6,59.34,63.07,66.67,61.28
