,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,0.0,,,,12.5,,5.56
1,,0.0,,,,0.0,,0.0
2,27.27,65.57,27.27,27.27,27.27,65.1,27.27,65.23
3,54.55,64.13,54.55,54.55,54.55,64.39,54.55,64.25
4,26.67,55.91,26.67,26.67,26.67,57.87,26.67,56.92
5,25.0,62.55,25.0,25.0,25.0,64.17,25.0,63.37
6,55.56,58.88,55.56,55.56,55.56,59.89,55.56,59.41
7,50.0,66.25,50.0,50.0,50.0,69.3,50.0,67.79
8,20.0,48.09,20.0,20.0,20.0,50.09,20.0,49.14
9,,64.54,,,,73.15,,68.97
10,14.81,48.15,14.81,14.81,14.81,53.28,14.81,50.92
11,50.0,61.36,50.0,50.0,50.0,61.52,50.0,61.42
12,0.0,63.44,0.0,0.0,0.0,63.76,0.0,63.53
13,32.65,38.95,32.65,32.65,32.65,45.82,32.65,42.84
14,35.71,60.56,35.71,35.71,35.71,63.15,35.71,61.95
15,33.33,48.36,33.33,33.33,33.33,54.12,33.33,51.68
16,33.33,61.91,33.33,33.33,33.33,61.17,33.33,61.48
17,50.0,62.94,50.0,50.0,50.0,63.9,50.0,63.42
18,33.49,56.81,33.49,33.49,33.49,58.7,33.49,57.78
