,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,0.0,,,,0.0,,0.0
1,0.0,49.24,0.0,0.0,0.0,53.8,0.0,51.56
2,71.43,56.69,71.43,71.43,71.43,56.51,71.43,56.61
3,42.86,56.83,42.86,42.86,42.86,56.45,42.86,56.6
4,62.5,66.67,62.5,62.5,62.5,65.38,62.5,65.99
5,16.67,49.24,16.67,16.67,16.67,47.08,16.67,47.99
6,37.5,52.92,37.5,37.5,37.5,52.73,37.5,52.79
7,33.33,43.29,33.33,33.33,33.33,41.85,33.33,42.49
8,33.33,57.76,33.33,33.33,33.33,56.71,33.33,57.16
9,33.33,57.6,33.33,33.33,33.33,55.35,33.33,56.36
10,37.5,46.73,37.5,37.5,37.5,49.48,37.5,48.25
11,33.33,58.02,33.33,33.33,33.33,60.88,33.33,59.45
12,40.91,53.97,40.91,40.91,40.91,53.49,40.91,53.69
