,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,42.42,54.67,0.0
1,OTHER,50.0,0.0,0.0
2,NATIVE-AM,100.0,0.0,0.0
3,HISP-LT,0.0,0.0,0.0
4,ASIA-PI,0.0,50.0,0.0
5,WHITE,59.74,63.09,0.0
6,BLACK,0.0,0.0,0.0
