,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,33.33,52.98,33.33,33.33,33.33,60.4,33.33,57.02
1,0.0,60.84,0.0,0.0,0.0,62.7,0.0,61.73
2,66.67,57.26,66.67,66.67,66.67,61.2,66.67,59.32
3,66.67,34.08,66.67,66.67,66.67,46.67,66.67,41.49
4,70.0,52.17,70.0,70.0,70.0,58.69,70.0,55.75
5,,0.0,,,,,,0.0
6,25.0,54.33,25.0,25.0,25.0,60.95,25.0,57.91
7,33.33,50.29,33.33,33.33,33.33,60.51,33.33,55.96
8,33.33,59.04,33.33,33.33,33.33,67.33,33.33,63.53
9,66.67,55.67,66.67,66.67,66.67,63.93,66.67,60.33
10,40.0,51.2,40.0,40.0,40.0,61.23,40.0,56.79
11,100.0,56.43,100.0,100.0,100.0,62.71,100.0,60.07
12,33.33,63.76,33.33,33.33,33.33,67.73,33.33,65.81
13,66.67,65.37,66.67,66.67,66.67,69.58,66.67,67.58
14,40.0,59.97,40.0,40.0,40.0,67.01,40.0,63.85
15,44.44,47.54,44.44,44.44,44.44,58.21,44.44,53.87
16,50.0,49.09,50.0,50.0,50.0,57.54,50.0,53.68
17,57.14,54.4,57.14,57.14,57.14,59.67,57.14,57.27
18,50.0,65.73,50.0,50.0,50.0,66.87,50.0,66.32
19,33.33,61.25,33.33,33.33,33.33,70.75,33.33,66.28
20,0.0,56.1,0.0,0.0,0.0,63.08,0.0,59.71
21,0.0,57.03,0.0,0.0,0.0,66.98,0.0,62.47
22,100.0,63.45,100.0,100.0,100.0,73.19,100.0,68.64
23,60.0,61.7,60.0,60.0,60.0,64.69,60.0,63.27
24,20.0,45.46,20.0,20.0,20.0,57.89,20.0,52.71
25,75.0,54.61,75.0,75.0,75.0,62.81,75.0,59.11
26,66.67,59.47,66.67,66.67,66.67,66.29,66.67,63.18
27,83.33,62.66,83.33,83.33,83.33,66.46,83.33,64.71
28,60.0,62.47,60.0,60.0,60.0,69.29,60.0,66.2
29,66.67,44.06,66.67,66.67,66.67,55.33,66.67,50.45
30,100.0,65.97,100.0,100.0,100.0,69.27,100.0,67.72
31,33.33,59.49,33.33,33.33,33.33,67.67,33.33,63.89
32,50.0,59.73,50.0,50.0,50.0,64.94,50.0,62.45
33,83.33,60.4,83.33,83.33,83.33,62.66,83.33,61.61
34,66.67,50.45,66.67,66.67,66.67,56.39,66.67,53.63
35,0.0,60.71,0.0,0.0,0.0,63.59,0.0,62.19
36,25.0,57.53,25.0,25.0,25.0,63.62,25.0,60.96
37,,64.85,,,,69.74,,67.37
38,,0.0,,,,0.0,,0.0
39,,0.0,,,,0.0,,0.0
40,,,,,,0.0,,0.0
41,,0.0,,,,,,0.0
42,,,,,,0.0,,0.0
43,,,,,,0.0,,0.0
44,51.85,55.75,51.85,51.85,51.85,62.51,51.85,59.44
