,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,31.88,36.87,0.0
1,OTHER,15.0,31.25,0.0
2,NATIVE-AM,50.0,0.0,0.0
3,HISP-LT,37.5,36.84,0.0
4,ASIA-PI,14.29,22.22,0.0
5,WHITE,52.14,52.75,50.0
6,BLACK,26.15,41.57,0.0
