,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.12,32.25,0.0
1,OTHER,33.14,34.15,0.0
2,NATIVE-AM,48.39,41.94,0.0
3,HISP-LT,31.31,30.94,0.0
4,ASIA-PI,32.52,40.28,100.0
5,WHITE,53.74,50.38,37.5
6,BLACK,47.27,53.3,0.0
