,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,33.33,70.19,33.33,33.33,33.33,71.9,33.33,71.01
1,60.0,60.72,60.0,60.0,60.0,65.15,60.0,62.97
2,33.33,73.46,33.33,33.33,33.33,72.23,33.33,72.73
3,,69.48,,,,69.52,,69.5
4,50.0,61.74,50.0,50.0,50.0,61.16,50.0,61.42
5,,55.56,,,,54.61,,55.02
6,66.67,59.31,66.67,66.67,66.67,64.92,66.67,62.32
7,40.0,56.07,40.0,40.0,40.0,62.56,40.0,59.61
8,0.0,39.4,0.0,0.0,0.0,47.78,0.0,44.09
9,16.67,37.3,16.67,16.67,16.67,48.73,16.67,43.87
10,50.0,55.88,50.0,50.0,50.0,57.72,50.0,56.9
11,,0.0,,,,0.0,,0.0
12,34.09,56.31,34.09,34.09,34.09,59.81,34.09,58.17
