,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,40.0,45.45,0.0
1,OTHER,50.0,33.33,0.0
2,NATIVE-AM,100.0,0.0,0.0
3,HISP-LT,66.67,66.67,100.0
4,ASIA-PI,0.0,0.0,0.0
5,WHITE,79.55,79.58,0.0
6,BLACK,54.3,66.49,0.0
