,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,75.41,0.0,0.0,0.0,77.02,0.0,76.17
1,100.0,75.81,100.0,100.0,100.0,77.2,100.0,76.53
2,50.0,60.27,50.0,50.0,50.0,68.7,50.0,64.39
3,,71.52,,,,72.81,,72.16
4,100.0,67.92,100.0,100.0,100.0,69.64,100.0,68.88
5,50.0,64.25,50.0,50.0,50.0,64.78,50.0,64.5
6,57.14,64.64,57.14,57.14,57.14,68.14,57.14,66.47
7,42.86,54.74,42.86,42.86,42.86,63.67,42.86,59.75
8,0.0,55.82,0.0,0.0,0.0,56.67,0.0,56.19
9,,67.69,,,,70.38,,69.07
10,25.0,67.78,25.0,25.0,25.0,69.09,25.0,68.33
11,100.0,53.6,100.0,100.0,100.0,59.65,100.0,56.73
12,,65.0,,,,69.64,,67.34
13,,0.0,,,,0.0,,0.0
14,45.71,63.32,45.71,45.71,45.71,67.16,45.71,65.3
