,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,58.56,55.65,0.0
1,OTHER,40.91,85.0,0.0
2,NATIVE-AM,100.0,0.0,0.0
3,HISP-LT,53.33,76.19,0.0
4,ASIA-PI,53.19,62.71,0.0
5,WHITE,73.97,75.36,0.0
6,BLACK,62.0,74.47,0.0
