,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,,,,,0.0,,0.0
1,35.0,54.02,35.0,35.0,35.0,58.81,35.0,56.51
2,35.0,54.02,35.0,35.0,35.0,58.8,35.0,56.5
