,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.1,41.58,0.0
1,OTHER,25.0,33.33,0.0
2,NATIVE-AM,50.0,0.0,0.0
3,HISP-LT,40.0,30.77,0.0
4,ASIA-PI,0.0,66.67,0.0
5,WHITE,61.59,62.27,50.0
6,BLACK,37.7,50.29,0.0
