,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,16.67,,,,0.0,,11.11
1,,16.67,,,,0.0,,11.11
