,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,40.0,67.76,40.0,40.0,40.0,69.57,40.0,68.62
1,50.0,70.05,50.0,50.0,50.0,74.38,50.0,72.35
2,80.0,53.46,80.0,80.0,80.0,60.6,80.0,57.58
3,0.0,56.17,0.0,0.0,0.0,62.25,0.0,59.49
4,33.33,64.34,33.33,33.33,33.33,68.85,33.33,66.65
5,50.0,63.39,50.0,50.0,50.0,69.71,50.0,66.7
6,33.33,62.97,33.33,33.33,33.33,71.3,33.33,67.41
7,71.43,67.1,71.43,71.43,71.43,65.87,71.43,66.46
8,20.0,64.45,20.0,20.0,20.0,66.85,20.0,65.67
9,50.0,58.85,50.0,50.0,50.0,62.83,50.0,60.89
10,50.0,65.07,50.0,50.0,50.0,68.93,50.0,67.06
11,60.0,66.47,60.0,60.0,60.0,68.63,60.0,67.57
12,66.67,64.25,66.67,66.67,66.67,67.67,66.67,65.96
13,66.67,66.09,66.67,66.67,66.67,68.27,66.67,67.19
14,80.0,61.85,80.0,80.0,80.0,65.68,80.0,63.9
15,50.0,60.76,50.0,50.0,50.0,64.88,50.0,62.86
16,40.0,56.75,40.0,40.0,40.0,58.43,40.0,57.63
17,50.0,60.83,50.0,50.0,50.0,64.28,50.0,62.66
18,0.0,70.64,0.0,0.0,0.0,68.51,0.0,69.34
19,0.0,57.28,0.0,0.0,0.0,58.72,0.0,58.07
20,,69.22,,,,68.08,,68.64
21,100.0,69.26,100.0,100.0,100.0,72.5,100.0,71.01
22,66.67,63.36,66.67,66.67,66.67,67.94,66.67,65.79
23,66.67,66.53,66.67,66.67,66.67,70.44,66.67,68.6
24,50.0,60.26,50.0,50.0,50.0,65.44,50.0,62.97
25,0.0,68.71,0.0,0.0,0.0,71.93,0.0,70.33
26,100.0,63.96,100.0,100.0,100.0,68.63,100.0,66.43
27,75.0,51.12,75.0,75.0,75.0,60.39,75.0,56.65
28,50.0,65.07,50.0,50.0,50.0,68.63,50.0,66.9
29,75.0,65.33,75.0,75.0,75.0,67.53,75.0,66.47
30,40.0,61.27,40.0,40.0,40.0,63.59,40.0,62.47
31,66.67,64.35,66.67,66.67,66.67,66.76,66.67,65.64
32,75.0,65.32,75.0,75.0,75.0,65.45,75.0,65.41
33,77.78,63.73,77.78,77.78,77.78,67.39,77.78,65.67
34,50.0,64.88,50.0,50.0,50.0,68.26,50.0,66.62
35,,0.0,,,,0.0,,0.0
36,56.08,63.48,56.08,56.08,56.08,66.63,56.08,65.13
