,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,0.64,0.0,0.0,0.0,0.55,0.0,0.59
1,60.0,55.2,60.0,60.0,60.0,68.38,60.0,62.59
2,7.69,28.06,7.69,7.69,7.69,37.25,7.69,32.82
3,40.0,37.29,40.0,40.0,40.0,51.09,40.0,44.55
4,20.0,34.47,20.0,20.0,20.0,45.17,20.0,40.16
5,0.0,39.56,0.0,0.0,0.0,52.0,0.0,45.94
6,23.08,30.99,23.08,23.08,23.08,41.69,23.08,36.85
7,100.0,40.88,100.0,100.0,100.0,47.43,100.0,44.32
8,45.45,40.86,45.45,45.45,45.45,54.81,45.45,48.86
9,22.22,41.01,22.22,22.22,22.22,56.16,22.22,49.5
10,15.38,46.17,15.38,15.38,15.38,59.08,15.38,53.08
11,0.0,32.73,0.0,0.0,0.0,42.54,0.0,38.32
12,25.0,45.98,25.0,25.0,25.0,58.44,25.0,52.98
13,0.0,66.55,0.0,0.0,0.0,69.37,0.0,68.05
14,40.0,50.66,40.0,40.0,40.0,59.51,40.0,55.61
15,28.57,31.23,28.57,28.57,28.57,44.36,28.57,38.93
16,40.0,27.57,40.0,40.0,40.0,41.55,40.0,35.19
17,28.57,30.85,28.57,28.57,28.57,45.64,28.57,39.5
18,28.57,51.73,28.57,28.57,28.57,64.05,28.57,58.44
19,28.57,40.83,28.57,28.57,28.57,53.34,28.57,47.79
20,100.0,55.53,100.0,100.0,100.0,63.57,100.0,60.1
21,42.86,60.52,42.86,42.86,42.86,67.44,42.86,64.2
22,0.0,29.76,0.0,0.0,0.0,41.15,0.0,36.42
23,37.5,39.19,37.5,37.5,37.5,51.78,37.5,46.32
24,16.67,38.51,16.67,16.67,16.67,52.55,16.67,46.5
25,12.5,39.92,12.5,12.5,12.5,54.39,12.5,47.95
26,9.09,35.25,9.09,9.09,9.09,46.69,9.09,41.83
27,25.0,50.03,25.0,25.0,25.0,60.66,25.0,55.87
28,16.67,41.79,16.67,16.67,16.67,52.24,16.67,47.54
29,44.44,43.84,44.44,44.44,44.44,57.32,44.44,51.57
30,27.27,49.09,27.27,27.27,27.27,62.47,27.27,56.52
31,33.33,42.96,33.33,33.33,33.33,54.84,33.33,49.68
32,50.0,37.37,50.0,50.0,50.0,52.05,50.0,45.61
33,66.67,43.76,66.67,66.67,66.67,52.11,66.67,48.34
34,50.0,41.65,50.0,50.0,50.0,51.9,50.0,47.37
35,25.0,38.39,25.0,25.0,25.0,51.88,25.0,45.59
36,25.0,52.56,25.0,25.0,25.0,64.37,25.0,59.06
37,40.0,44.76,40.0,40.0,40.0,58.18,40.0,52.28
38,22.22,37.65,22.22,22.22,22.22,48.57,22.22,43.76
39,50.0,48.8,50.0,50.0,50.0,63.75,50.0,57.46
40,60.0,42.73,60.0,60.0,60.0,54.94,60.0,49.46
41,0.0,37.02,0.0,0.0,0.0,51.43,0.0,44.82
42,33.33,32.91,33.33,33.33,33.33,46.55,33.33,40.07
43,37.5,32.23,37.5,37.5,37.5,42.99,37.5,38.15
44,13.33,36.2,13.33,13.33,13.33,49.38,13.33,43.64
45,40.0,57.41,40.0,40.0,40.0,69.65,40.0,64.27
46,66.67,55.51,66.67,66.67,66.67,68.61,66.67,62.69
47,75.0,52.37,75.0,75.0,75.0,67.02,75.0,60.27
48,35.71,39.86,35.71,35.71,35.71,54.62,35.71,48.52
49,22.22,39.53,22.22,22.22,22.22,54.47,22.22,47.78
50,45.45,36.06,45.45,45.45,45.45,46.21,45.45,41.77
51,25.0,41.7,25.0,25.0,25.0,56.29,25.0,49.95
52,25.0,31.12,25.0,25.0,25.0,40.49,25.0,36.24
53,14.29,30.37,14.29,14.29,14.29,39.89,14.29,35.69
54,25.0,53.5,25.0,25.0,25.0,66.49,25.0,60.36
55,27.27,41.27,27.27,27.27,27.27,53.04,27.27,47.97
56,0.0,30.39,0.0,0.0,0.0,40.41,0.0,35.84
57,25.0,49.76,25.0,25.0,25.0,62.9,25.0,56.8
58,41.67,45.52,41.67,41.67,41.67,60.76,41.67,53.96
59,27.16,41.88,27.16,27.16,27.16,53.97,27.16,48.59
