,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,45.95,59.72,0.0
1,OTHER,33.33,50.0,0.0
2,NATIVE-AM,50.0,0.0,0.0
3,HISP-LT,71.43,53.33,0.0
4,ASIA-PI,50.0,20.0,0.0
5,WHITE,55.17,42.86,0.0
6,BLACK,47.35,58.12,100.0
