,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,33.33,63.9,33.33,33.33,33.33,64.54,33.33,64.21
1,,66.4,,,,69.65,,68.1
2,60.0,61.41,60.0,60.0,60.0,63.68,60.0,62.57
3,100.0,70.68,100.0,100.0,100.0,76.35,100.0,73.54
4,100.0,62.93,100.0,100.0,100.0,65.03,100.0,64.05
5,60.0,58.42,60.0,60.0,60.0,62.6,60.0,60.56
6,100.0,51.99,100.0,100.0,100.0,54.06,100.0,53.11
7,100.0,54.72,100.0,100.0,100.0,60.77,100.0,58.06
8,100.0,51.0,100.0,100.0,100.0,54.13,100.0,52.75
9,66.67,42.68,66.67,66.67,66.67,52.13,66.67,48.18
10,25.0,53.29,25.0,25.0,25.0,60.06,25.0,56.95
11,20.0,62.86,20.0,20.0,20.0,65.17,20.0,63.98
12,66.67,56.96,66.67,66.67,66.67,59.07,66.67,58.08
13,50.0,61.95,50.0,50.0,50.0,63.87,50.0,62.91
14,80.0,44.34,80.0,80.0,80.0,46.45,80.0,45.61
15,0.0,67.43,0.0,0.0,0.0,69.18,0.0,68.3
16,75.0,60.82,75.0,75.0,75.0,65.58,75.0,63.37
17,,61.61,,,,64.05,,62.89
18,0.0,65.92,0.0,0.0,0.0,67.79,0.0,66.81
19,,71.82,,,,76.88,,74.4
20,33.33,68.07,33.33,33.33,33.33,69.17,33.33,68.57
21,,0.0,,,,0.0,,0.0
22,56.6,58.09,56.6,56.6,56.6,60.94,56.6,59.6
