,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,64.11,62.25,,63.12
1,48.59,48.08,100.0,48.41
2,51.77,53.83,,52.8
3,61.54,57.84,0.0,59.56
4,53.48,56.68,0.0,55.14
5,57.51,64.88,,61.36
6,56.92,57.7,25.0,57.31
