,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,55.32,0.0,0.0,0.0,53.43,0.0,54.22
1,50.0,63.11,50.0,50.0,50.0,59.55,50.0,61.21
2,50.0,64.78,50.0,50.0,50.0,58.11,50.0,61.2
3,0.0,62.09,0.0,0.0,0.0,60.92,0.0,61.4
4,,65.7,,,,63.76,,64.68
5,,62.41,,,,59.62,,60.91
6,,72.06,,,,76.34,,74.16
7,,,,,,0.0,,0.0
8,,,,,,0.0,,0.0
9,22.22,60.89,22.22,22.22,22.22,58.01,22.22,59.3
