,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,23.03,,,,32.32,,28.17
1,,33.47,,,,46.96,,41.36
2,,45.74,,,,54.22,,50.66
3,,53.01,,,,61.54,,57.75
4,,59.85,,,,61.58,,60.82
5,,53.45,,,,64.53,,59.32
6,100.0,63.05,100.0,100.0,100.0,68.65,100.0,66.22
7,,70.89,,,,72.52,,71.78
8,,72.11,,,,68.37,,69.91
9,100.0,55.95,100.0,100.0,100.0,60.52,100.0,58.54
