,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,31.15,38.02,0.0
1,OTHER,62.5,40.0,0.0
2,NATIVE-AM,0.0,50.0,0.0
3,HISP-LT,39.92,47.97,0.0
4,ASIA-PI,40.0,50.0,0.0
5,WHITE,59.22,60.39,0.0
6,BLACK,52.0,55.56,0.0
