,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.4,37.14,0.0
1,OTHER,44.28,49.7,0.0
2,NATIVE-AM,58.73,40.32,0.0
3,HISP-LT,34.22,43.43,42.86
4,ASIA-PI,32.09,37.77,25.0
5,WHITE,61.99,62.28,50.62
6,BLACK,42.49,58.55,40.0
