,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,37.42,46.05,0.0
1,OTHER,42.86,75.0,0.0
2,NATIVE-AM,0.0,66.67,0.0
3,HISP-LT,69.23,48.0,0.0
4,ASIA-PI,33.33,54.55,0.0
5,WHITE,65.86,67.98,100.0
6,BLACK,58.82,76.53,0.0
