,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,33.76,34.85,0.0
1,OTHER,64.29,43.75,0.0
2,NATIVE-AM,100.0,66.67,0.0
3,HISP-LT,42.86,52.11,0.0
4,ASIA-PI,27.78,45.65,0.0
5,WHITE,62.2,62.65,40.0
6,BLACK,47.49,61.29,0.0
