,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,56.58,49.35,0.0
1,OTHER,63.64,77.42,0.0
2,NATIVE-AM,0.0,50.0,0.0
3,HISP-LT,66.67,71.88,0.0
4,ASIA-PI,70.37,67.12,0.0
5,WHITE,70.43,71.27,28.57
6,BLACK,84.0,80.39,0.0
